,y_act,y_pred_random_forest,y_pred_logistic,df_prec_ran,df_prec_loc
696,0,0.390098642,0.390639241,0,0
697,1,0.460106947,0.44457474,0,0
698,0,0.526954946,0.631119079,1,1
699,1,0.589493834,0.704772559,1,1
700,0,0.441402049,0.383105666,0,0
701,1,0.525308014,0.513859009,1,1
702,1,0.440134476,0.434600845,0,0
703,0,0.410215051,0.337108494,0,0
704,0,0.51277822,0.624476253,1,1
705,0,0.23833691,0.261674529,0,0
706,1,0.523893775,0.561436568,1,1
707,0,0.422605748,0.441061185,0,0
708,1,0.615933416,0.474658367,1,0
709,1,0.64880832,0.582234426,1,1
710,1,0.578127596,0.657084406,1,1
711,0,0.397030943,0.303193733,0,0
712,0,0.532766738,0.411914024,1,0
713,1,0.571958416,0.71441477,1,1
714,1,0.601533537,0.644726587,1,1
715,1,0.562795913,0.469920114,1,0
716,0,0.354573134,0.387513266,0,0
717,0,0.428395269,0.352541568,0,0
718,0,0.547988995,0.578902933,1,1
719,1,0.406242798,0.364474064,0,0
720,0,0.441095904,0.339573562,0,0
721,1,0.407666108,0.46525129,0,0
722,1,0.612302123,0.614716417,1,1
723,1,0.804065706,0.90298849,1,1
724,1,0.628321089,0.600967954,1,1
725,1,0.518474045,0.635790552,1,1
726,0,0.496599954,0.545293952,0,1
727,0,0.442616437,0.327734668,0,0
728,0,0.461344156,0.431092919,0,0
729,1,0.382343412,0.305690024,0,0
730,0,0.402419535,0.461096743,0,0
731,0,0.347568425,0.333056762,0,0
732,1,0.425088628,0.366716671,0,0
733,1,0.394347073,0.341178683,0,0
734,1,0.433124804,0.368847117,0,0
735,1,0.455471229,0.490098231,0,0
736,1,0.461536497,0.471325268,0,0
737,0,0.500875929,0.668450823,1,1
738,1,0.597286847,0.492565073,1,0
739,0,0.484364936,0.457848665,0,0
740,0,0.350246952,0.347388839,0,0
741,0,0.344186326,0.28219162,0,0
742,0,0.469615823,0.457637629,0,0
743,0,0.556777749,0.671229849,1,1
744,1,0.471943466,0.441385115,0,0
745,0,0.405651304,0.34249312,0,0
746,0,0.553103004,0.545936292,1,1
747,0,0.732457245,0.729327734,1,1
748,0,0.442250904,0.508162737,0,1
749,0,0.42273174,0.419259829,0,0
750,1,0.725505951,0.557729096,1,1
751,1,0.614914176,0.622280456,1,1
752,0,0.439263237,0.34809707,0,0
753,0,0.46378612,0.639097029,0,1
754,1,0.510724821,0.506583497,1,1
755,0,0.314821575,0.207140835,0,0
756,0,0.43063485,0.431003772,0,0
757,0,0.359943629,0.358041123,0,0
758,0,0.384792248,0.331832539,0,0
759,0,0.454918215,0.391035768,0,0
760,0,0.566413775,0.56289944,1,1
761,1,0.745159857,0.871974498,1,1
762,1,0.708003987,0.736618496,1,1
763,1,0.632564713,0.688906699,1,1
764,1,0.532274144,0.5554895,1,1
765,1,0.438227645,0.446512177,0,0
766,0,0.396570647,0.349288374,0,0
767,0,0.37061146,0.358748489,0,0
768,0,0.389029093,0.372519938,0,0
769,1,0.417453821,0.3741004,0,0
770,1,0.490393008,0.512506793,0,1
771,0,0.460053928,0.639450258,0,1
772,1,0.5269283,0.521129507,1,1
773,0,0.556623121,0.613602996,1,1
774,0,0.442263136,0.530526531,0,1
775,0,0.534800706,0.520754826,1,1
776,0,0.234639592,0.431241777,0,0
777,0,0.336970185,0.293434379,0,0
778,0,0.534782558,0.51602005,1,1
779,0,0.396813735,0.313272444,0,0
780,0,0.473601191,0.394584371,0,0
781,0,0.453356118,0.445478663,0,0
782,1,0.390434841,0.323964706,0,0
783,1,0.56756831,0.619626616,1,1
784,1,0.557259175,0.730794609,1,1
785,0,0.397493083,0.345130976,0,0
786,1,0.38370863,0.360638762,0,0
787,1,0.455535227,0.670155894,0,1
788,0,0.556693551,0.502899699,1,1
789,1,0.547089011,0.643901935,1,1
790,1,0.57057255,0.755511828,1,1
791,1,0.455772297,0.434371817,0,0
792,0,0.537655119,0.50135742,1,1
793,0,0.599500994,0.773218953,1,1
794,0,0.395564219,0.390564257,0,0
795,0,0.392894647,0.364698501,0,0
796,0,0.533305184,0.35831428,1,0
797,1,0.516261269,0.458675918,1,0
798,0,0.566571185,0.756447559,1,1
799,0,0.35288237,0.324414015,0,0
800,1,0.378749966,0.393443113,0,0
801,0,0.527860822,0.660577712,1,1
802,1,0.494487723,0.487689553,0,0
803,1,0.540192423,0.592027072,1,1
804,1,0.603053476,0.754311921,1,1
805,1,0.639379572,0.792796429,1,1
806,1,0.648943865,0.778779944,1,1
807,1,0.452903573,0.444333804,0,0
808,1,0.641045504,0.658252642,1,1
809,1,0.506272691,0.504962691,1,1
810,0,0.414829478,0.394204271,0,0
811,0,0.373159451,0.383622826,0,0
812,1,0.509208102,0.446579528,1,0
813,0,0.417840593,0.362621427,0,0
814,0,0.438185523,0.377618833,0,0
815,1,0.500543908,0.478285781,1,0
816,1,0.578436695,0.515024567,1,1
817,0,0.402356417,0.661515876,0,1
818,0,0.552950253,0.555545567,1,1
819,1,0.363809376,0.338322487,0,0
820,0,0.417959023,0.37773393,0,0
821,0,0.438030289,0.310064456,0,0
822,1,0.411838561,0.340651415,0,0
823,1,0.455818578,0.367730119,0,0
824,0,0.627707646,0.646800988,1,1
825,0,0.486214394,0.514161877,0,1
826,1,0.731154129,0.804575137,1,1
827,0,0.35420718,0.420947138,0,0
828,1,0.6029603,0.560366593,1,1
829,0,0.394732414,0.355313965,0,0
830,1,0.455463917,0.461158331,0,0
831,1,0.621740213,0.698145949,1,1
832,1,0.461895668,0.399216713,0,0
833,0,0.459970999,0.556996284,0,1
834,0,0.530957632,0.508441624,1,1
835,1,0.543071785,0.381750544,1,0
836,0,0.395845823,0.40062462,0,0
837,0,0.430870627,0.432750036,0,0
838,0,0.485365409,0.814610572,0,1
839,1,0.462121388,0.466241519,0,0
840,0,0.46979237,0.370260608,0,0
841,1,0.684957608,0.478745669,1,0
842,0,0.489173178,0.435755935,0,0
843,0,0.320394218,0.302873382,0,0
844,1,0.622982841,0.616540336,1,1
845,1,0.595122082,0.713611593,1,1
846,0,0.510717958,0.467127465,1,0
847,0,0.418605198,0.426103035,0,0
848,1,0.664966758,0.76316012,1,1
849,1,0.554588502,0.579469958,1,1
850,1,0.501172513,0.500163496,1,1
851,1,0.543181543,0.385711195,1,0
852,1,0.597568537,0.721018368,1,1
853,0,0.495888757,0.391426402,0,0
854,1,0.667824978,0.80257602,1,1
855,0,0.474239913,0.429819801,0,0
856,1,0.556309222,0.471332545,1,0
857,0,0.510327261,0.506069211,1,1
858,1,0.720136358,0.655210536,1,1
859,0,0.427999593,0.392281115,0,0
860,1,0.525154901,0.52810295,1,1
861,1,0.493623633,0.492865866,0,0
862,1,0.529960579,0.429343813,1,0
863,1,0.510647923,0.615684517,1,1
864,0,0.536815495,0.48675425,1,0
865,0,0.407485961,0.458358869,0,0
866,0,0.337342309,0.341918475,0,0
867,0,0.401163028,0.405810492,0,0
868,0,0.451653884,0.427759679,0,0
869,1,0.581412675,0.56632173,1,1
870,0,0.474117038,0.508887055,0,1
871,0,0.432139401,0.402111336,0,0
872,1,0.537004889,0.502839861,1,1
873,1,0.525478317,0.428205101,1,0
874,0,0.483912093,0.448468856,0,0
875,1,0.595527031,0.603131417,1,1
876,1,0.526415343,0.613730809,1,1
877,0,0.665068908,0.615318738,1,1
878,0,0.42973009,0.383884765,0,0
879,0,0.401802034,0.381322069,0,0
880,1,0.491411418,0.471212256,0,0
881,1,0.469605527,0.433376199,0,0
882,0,0.326303809,0.418832504,0,0
883,1,0.754524633,0.778071541,1,1
884,0,0.318602756,0.320464676,0,0
885,1,0.434234756,0.45424893,0,0
886,0,0.572426523,0.575228136,1,1
887,1,0.317636655,0.298801089,0,0
888,1,0.491799633,0.494066844,0,0
889,0,0.582330493,0.491657777,1,0
890,0,0.329569002,0.37289124,0,0
891,1,0.508642426,0.515907817,1,1
892,0,0.398157968,0.5431677,0,1
893,0,0.421270657,0.383339303,0,0
894,0,0.638827068,0.575144734,1,1
895,0,0.381718911,0.446558055,0,0
896,1,0.556331222,0.518577556,1,1
897,1,0.556093536,0.464427229,1,0
898,0,0.502419372,0.391662648,1,0
899,0,0.699373496,0.530916221,1,1
900,0,0.637979236,0.61871724,1,1
901,1,0.486184882,0.354668782,0,0
902,0,0.681742596,0.712478779,1,1
903,0,0.388877358,0.481519744,0,0
904,1,0.559527065,0.725765743,1,1
905,0,0.391460425,0.463125089,0,0
906,1,0.716116991,0.701320291,1,1
907,1,0.456658404,0.364256534,0,0
908,1,0.472093147,0.771242617,0,1
909,0,0.537886107,0.549518425,1,1
910,0,0.470101561,0.514077224,0,1
911,0,0.662462673,0.782318359,1,1
912,0,0.424918459,0.375890473,0,0
913,0,0.511120566,0.473930905,1,0
914,0,0.433714555,0.474833187,0,0
915,0,0.453109177,0.408574893,0,0
916,0,0.454930761,0.372450344,0,0
917,1,0.461247291,0.386659369,0,0
918,0,0.40342929,0.27054928,0,0
919,1,0.43390536,0.500703667,0,1
920,1,0.528270329,0.727154512,1,1
921,1,0.602520964,0.662353791,1,1
922,0,0.643764415,0.750358485,1,1
923,1,0.601727079,0.545378195,1,1
924,1,0.326423912,0.293789814,0,0
925,1,0.488452282,0.503844017,0,1
926,1,0.473687803,0.432024199,0,0
927,0,0.50341891,0.531298794,1,1
928,1,0.411104314,0.340359516,0,0
929,1,0.433223493,0.35384131,0,0
930,0,0.342829079,0.305263352,0,0
931,0,0.461025022,0.506861239,0,1
932,0,0.621887803,0.67898542,1,1
933,1,0.423103133,0.39562195,0,0
934,1,0.523515968,0.405362287,1,0
935,1,0.492299027,0.514909426,0,1
936,0,0.438078543,0.383199785,0,0
937,1,0.395293411,0.307110735,0,0
938,1,0.483350764,0.29549631,0,0
939,0,0.530957781,0.54582402,1,1
940,0,0.356295654,0.391719518,0,0
941,0,0.513343125,0.442406227,1,0
942,1,0.474391015,0.455890748,0,0
943,0,0.528454946,0.504147931,1,1
944,1,0.552254333,0.471101218,1,0
945,1,0.591738286,0.742236228,1,1
946,1,0.627818916,0.579073121,1,1
947,0,0.358335284,0.44600295,0,0
948,1,0.437354961,0.494008572,0,0
949,0,0.488254853,0.402167357,0,0
950,0,0.471764424,0.47549078,0,0
951,0,0.505412162,0.464166618,1,0
952,1,0.489826705,0.450614474,0,0
953,1,0.445287371,0.348825738,0,0
954,1,0.514552979,0.62697459,1,1
955,1,0.471010642,0.361387805,0,0
956,0,0.506387577,0.545546684,1,1
957,0,0.470598713,0.439221333,0,0
958,1,0.568903172,0.589051703,1,1
959,1,0.488904023,0.404860011,0,0
960,1,0.698160138,0.517628994,1,1
961,0,0.523247957,0.483130342,1,0
962,0,0.305210004,0.336368481,0,0
963,1,0.61891327,0.602790057,1,1
964,0,0.387646811,0.444483087,0,0
965,0,0.38199206,0.297293359,0,0
966,1,0.56089344,0.541305655,1,1
967,0,0.582560793,0.796645369,1,1
968,0,0.423965117,0.517894975,0,1
969,1,0.631436369,0.550156206,1,1
970,1,0.586376648,0.484729695,1,0
971,1,0.781658651,0.910552504,1,1
972,0,0.446010096,0.399088695,0,0
973,0,0.585935121,0.599579824,1,1
974,1,0.822876563,0.979028519,1,1
975,0,0.511543708,0.516274064,1,1
976,0,0.508690973,0.559506851,1,1
977,0,0.358896643,0.451004968,0,0
978,1,0.512740868,0.46599536,1,0
979,1,0.426899415,0.414311537,0,0
980,0,0.468402268,0.469076176,0,0
981,1,0.557135568,0.60331309,1,1
982,1,0.541215542,0.574326535,1,1
983,1,0.516773632,0.549936679,1,1
984,0,0.493434415,0.375163891,0,0
985,1,0.811087306,0.841145965,1,1
986,1,0.513274089,0.486064905,1,0
987,1,0.432278356,0.410299093,0,0
988,1,0.729063379,0.96970898,1,1
989,0,0.487375903,0.393733477,0,0
990,1,0.761729401,0.894492609,1,1
991,1,0.480972094,0.322780238,0,0
992,1,0.399919553,0.305744893,0,0
993,0,0.55533719,0.644059449,1,1
994,0,0.446629535,0.475916638,0,0
995,1,0.467039626,0.600162234,0,1
996,1,0.633150834,0.61880114,1,1
997,0,0.366942846,0.329524118,0,0
998,0,0.463990116,0.445472065,0,0
999,1,0.710103945,0.734731955,1,1
1000,0,0.463836175,0.674495064,0,1
1001,1,0.407726262,0.387397061,0,0
1002,1,0.593546175,0.661544939,1,1
1003,0,0.359368657,0.408309384,0,0
1004,1,0.426100088,0.607511675,0,1
1005,0,0.308379738,0.306107181,0,0
1006,1,0.485796089,0.551217927,0,1
1007,0,0.482871801,0.317597403,0,0
1008,1,0.608129445,0.693857516,1,1
1009,0,0.473110897,0.457359282,0,0
1010,1,0.495697363,0.482239648,0,0
1011,1,0.572505129,0.41127822,1,0
1012,1,0.599159122,0.601011751,1,1
1013,1,0.536173457,0.495628513,1,0
1014,1,0.535194706,0.50559582,1,1
1015,0,0.365184955,0.448063726,0,0
1016,1,0.587609432,0.668109146,1,1
1017,1,0.595084791,0.77384852,1,1
1018,1,0.490679472,0.438609637,0,0
1019,0,0.621263215,0.737947899,1,1
1020,0,0.511997364,0.694567177,1,1
1021,0,0.480969358,0.599878548,0,1
1022,1,0.533958162,0.538115034,1,1
1023,0,0.404949976,0.343493516,0,0
1024,0,0.425777055,0.668465559,0,1
1025,0,0.429524318,0.389674957,0,0
1026,1,0.518635905,0.598170539,1,1
1027,1,0.467276388,0.484249107,0,0
1028,1,0.529410489,0.474211128,1,0
1029,1,0.583905743,0.513050863,1,1
1030,0,0.516970933,0.704971985,1,1
1031,0,0.443113017,0.479332997,0,0
1032,1,0.499366612,0.58523318,0,1
1033,1,0.466626925,0.481391244,0,0
1034,0,0.448192488,0.457455406,0,0
1035,1,0.517899815,0.552079914,1,1
1036,0,0.536281545,0.479746458,1,0
1037,0,0.380354043,0.289889701,0,0
1038,0,0.571967786,0.62668531,1,1
1039,1,0.619738276,0.635931581,1,1
1040,0,0.581618519,0.618931103,1,1
1041,0,0.507571568,0.553077034,1,1
1042,0,0.345841813,0.300406637,0,0
1043,1,0.319604889,0.314813257,0,0
1044,0,0.51230935,0.490563085,1,0
1045,1,0.503566571,0.697225748,1,1
1046,1,0.428528634,0.401157707,0,0
1047,1,0.647167748,0.711323009,1,1
1048,1,0.499264018,0.459421842,0,0
1049,1,0.438132801,0.327441288,0,0
1050,1,0.412996359,0.333034625,0,0
1051,0,0.430322496,0.462083337,0,0
1052,0,0.428352615,0.371360894,0,0
1053,0,0.519863061,0.497342945,1,0
1054,0,0.409027667,0.391858615,0,0
1055,1,0.619349735,0.765110221,1,1
1056,1,0.466006559,0.362041208,0,0
1057,0,0.474024023,0.378378452,0,0
1058,1,0.44176075,0.322155199,0,0
1059,1,0.429574791,0.371500608,0,0
1060,1,0.618880218,0.640355298,1,1
1061,1,0.662934937,0.64366727,1,1
1062,1,0.555691724,0.456331871,1,0
1063,1,0.522142501,0.480270207,1,0
1064,1,0.570382285,0.543857078,1,1
1065,0,0.49136912,0.404536353,0,0
1066,0,0.22348142,0.292700153,0,0
1067,1,0.483499811,0.480375289,0,0
1068,0,0.469409533,0.437460511,0,0
1069,0,0.392286229,0.490269179,0,0
1070,1,0.596306069,0.545603439,1,1
1071,1,0.704364643,0.554785352,1,1
1072,0,0.598315497,0.525956975,1,1
1073,0,0.432205002,0.342228978,0,0
1074,1,0.674258418,0.559084326,1,1
1075,0,0.441508699,0.468147619,0,0
1076,0,0.479351803,0.427880775,0,0
1077,0,0.41899756,0.323827162,0,0
1078,0,0.647325552,0.750892957,1,1
1079,0,0.6032374,0.60774577,1,1
1080,1,0.590942513,0.633773257,1,1
1081,1,0.655506935,0.890210691,1,1
1082,0,0.349946666,0.317638741,0,0
1083,1,0.804065706,0.973550809,1,1
1084,0,0.432923081,0.367633882,0,0
1085,1,0.421170664,0.413204567,0,0
1086,0,0.451907054,0.399211005,0,0
1087,0,0.581290461,0.5879603,1,1
1088,1,0.630494563,0.637165367,1,1
1089,0,0.547060409,0.609068186,1,1
1090,0,0.376810443,0.303769589,0,0
1091,1,0.521625544,0.538269956,1,1
1092,1,0.571931872,0.468028645,1,0
1093,1,0.640291814,0.635227035,1,1
1094,0,0.427359343,0.367333603,0,0
1095,1,0.499834056,0.451965396,0,0
1096,1,0.685760448,0.762231902,1,1
1097,0,0.453803029,0.395612566,0,0
1098,1,0.509805546,0.527028221,1,1
1099,1,0.46878552,0.470250631,0,0
1100,0,0.571350348,0.672480804,1,1
1101,0,0.439672112,0.478234167,0,0
1102,0,0.571240254,0.668099964,1,1
1103,1,0.599664092,0.626468636,1,1
1104,1,0.510444407,0.45177871,1,0
1105,1,0.587076366,0.433723562,1,0
1106,0,0.429470566,0.300738673,0,0
1107,0,0.363796728,0.344246422,0,0
1108,1,0.404186003,0.40035017,0,0
1109,1,0.64051422,0.855887248,1,1
1110,1,0.555877745,0.818372436,1,1
1111,0,0.496457006,0.382030707,0,0
1112,1,0.471810423,0.677423405,0,1
1113,1,0.393506596,0.352502751,0,0
1114,0,0.431906539,0.509790777,0,1
1115,1,0.562812143,0.529332412,1,1
1116,1,0.422136619,0.40856092,0,0
1117,1,0.60069142,0.457532923,1,0
1118,1,0.609381463,0.596124557,1,1
1119,0,0.471554425,0.455232122,0,0
1120,1,0.636037542,0.619490532,1,1
1121,0,0.379819039,0.314903969,0,0
1122,0,0.433792839,0.470393306,0,0
1123,0,0.604309467,0.513767039,1,1
1124,0,0.54664988,0.436003097,1,0
1125,1,0.371647654,0.314433258,0,0
1126,1,0.368876051,0.323029931,0,0
1127,1,0.555214147,0.449797889,1,0
1128,0,0.536205984,0.507528365,1,1
1129,1,0.720042767,0.749925314,1,1
1130,0,0.377461713,0.334738102,0,0
1131,0,0.502879105,0.449237368,1,0
1132,0,0.286095789,0.406780174,0,0
1133,0,0.331414319,0.330297178,0,0
1134,1,0.488055315,0.425574272,0,0
1135,1,0.464661375,0.402906798,0,0
1136,1,0.560167058,0.563168226,1,1
1137,0,0.364989824,0.386134077,0,0
1138,0,0.512673872,0.465985108,1,0
1139,0,0.519134212,0.558039586,1,1
1140,1,0.55308008,0.50195959,1,1
1141,1,0.56666047,0.464656272,1,0
1142,0,0.395877289,0.335125264,0,0
1143,0,0.349321394,0.347976849,0,0
1144,0,0.536631687,0.592446324,1,1
1145,0,0.340732497,0.325552562,0,0
1146,1,0.551979491,0.505460348,1,1
1147,0,0.469772565,0.46160569,0,0
1148,0,0.516329646,0.632415523,1,1
1149,1,0.443722016,0.373797915,0,0
1150,0,0.425279285,0.336693836,0,0
1151,1,0.564234698,0.526607467,1,1
1152,0,0.621002418,0.680673238,1,1
1153,1,0.55490544,0.483237234,1,0
1154,1,0.527432726,0.785043497,1,1
1155,0,0.416590071,0.648900225,0,1
1156,0,0.481355516,0.442575455,0,0
1157,0,0.599967455,0.780372782,1,1
1158,0,0.409691523,0.551446589,0,1
1159,1,0.453883569,0.423012872,0,0
1160,0,0.351803282,0.333115467,0,0
1161,0,0.548578431,0.459989675,1,0
1162,0,0.395798784,0.421616354,0,0
1163,1,0.729734049,0.801565178,1,1
1164,0,0.409157473,0.447931226,0,0
1165,1,0.498978413,0.497172152,0,0
1166,0,0.446004539,0.445020219,0,0
1167,1,0.385531047,0.289031106,0,0
1168,1,0.482430249,0.573508379,0,1
1169,1,0.641557644,0.731970074,1,1
1170,0,0.345069017,0.364544838,0,0
1171,1,0.69194586,0.782601091,1,1
1172,1,0.462380482,0.389015105,0,0
1173,1,0.425619728,0.423352389,0,0
1174,0,0.426874166,0.339727842,0,0
1175,1,0.731456246,0.786773784,1,1
1176,0,0.534201233,0.565838418,1,1
1177,0,0.555505203,0.476667669,1,0
1178,1,0.419280791,0.384219511,0,0
1179,0,0.548337915,0.570941351,1,1
1180,0,0.416773231,0.248608743,0,0
1181,1,0.458105601,0.403894985,0,0
1182,0,0.469942119,0.230951337,0,0
1183,0,0.409717746,0.45193148,0,0
1184,0,0.412535033,0.675681092,0,1
1185,1,0.586610092,0.703644017,1,1
1186,1,0.670945239,0.398164965,1,0
1187,1,0.562990031,0.579277915,1,1
1188,1,0.384492683,0.332430249,0,0
1189,1,0.594304739,0.608224781,1,1
1190,1,0.685979962,0.663507789,1,1
1191,1,0.44952948,0.349464045,0,0
1192,0,0.417174535,0.33110687,0,0
1193,1,0.690287501,0.694404367,1,1
1194,0,0.550885359,0.403782956,1,0
1195,1,0.692292201,0.820771225,1,1
1196,0,0.326097625,0.376572384,0,0
1197,0,0.442354957,0.372410801,0,0
1198,0,0.492288164,0.433369827,0,0
1199,1,0.505043388,0.402961135,1,0
1200,1,0.653762915,0.74592567,1,1
1201,0,0.319418909,0.313357677,0,0
1202,1,0.465093985,0.528499191,0,1
1203,1,0.52531766,0.540345443,1,1
1204,0,0.491565468,0.50303877,0,1
1205,1,0.57343132,0.570197953,1,1
1206,1,0.518668028,0.599440418,1,1
1207,1,0.672510819,0.822230094,1,1
1208,0,0.457371861,0.412530199,0,0
1209,0,0.488523836,0.494299928,0,0
1210,0,0.351184975,0.617438309,0,1
1211,0,0.502298899,0.48898377,1,0
1212,0,0.3801403,0.329799382,0,0
1213,0,0.409024984,0.433825325,0,0
1214,1,0.605119671,0.715447247,1,1
1215,0,0.318606137,0.27689467,0,0
1216,1,0.36748364,0.383458936,0,0
1217,1,0.623407005,0.763067893,1,1
1218,1,0.455787477,0.448047751,0,0
1219,1,0.541242165,0.579961114,1,1
1220,1,0.632170712,0.716048501,1,1
1221,1,0.498759043,0.451361602,0,0
1222,1,0.595476498,0.551540134,1,1
1223,1,0.589595398,0.808421967,1,1
1224,0,0.540803645,0.561054568,1,1
1225,1,0.530695726,0.497982798,1,0
1226,0,0.501782748,0.501510973,1,1
1227,0,0.488545562,0.527284415,0,1
1228,0,0.343684441,0.312543176,0,0
1229,1,0.609546608,0.671802108,1,1
1230,0,0.470113529,0.421904455,0,0
1231,1,0.549970823,0.350105524,1,0
1232,0,0.353927238,0.390957841,0,0
1233,1,0.678159806,0.577485819,1,1
1234,0,0.630431358,0.530013779,1,1
1235,0,0.421386532,0.484835775,0,0
1236,1,0.632869655,0.671372744,1,1
1237,0,0.440816256,0.426248989,0,0
1238,0,0.508238469,0.500633039,1,1
1239,0,0.43217135,0.366371828,0,0
1240,0,0.341809571,0.327668847,0,0
1241,0,0.579867271,0.581069427,1,1
1242,1,0.449188518,0.359778908,0,0
1243,0,0.494901953,0.436348153,0,0
1244,1,0.578697574,0.553210734,1,1
1245,0,0.463735286,0.410153853,0,0
1246,1,0.476646235,0.55423953,0,1
1247,0,0.426348488,0.436765331,0,0
1248,0,0.539482164,0.805445742,1,1
1249,0,0.395247003,0.426682945,0,0
1250,1,0.419045982,0.625585507,0,1
1251,0,0.287859726,0.537279444,0,1
1252,0,0.400466353,0.529943731,0,1
1253,0,0.320027838,0.277222742,0,0
1254,0,0.423370808,0.45678226,0,0
1255,1,0.466507347,0.452106374,0,0
1256,0,0.474365082,0.527429669,0,1
1257,1,0.673783798,0.755857369,1,1
1258,0,0.550114049,0.595342297,1,1
1259,1,0.491421179,0.537290618,0,1
1260,0,0.604403676,0.859774565,1,1
1261,1,0.482352365,0.44903668,0,0
1262,0,0.411808996,0.341876743,0,0
1263,1,0.592472875,0.43738572,1,0
1264,0,0.489652668,0.481041509,0,0
1265,0,0.509665712,0.500698811,1,1
1266,0,0.472397036,0.335906359,0,0
1267,0,0.378553195,0.378607507,0,0
1268,0,0.423664995,0.443403832,0,0
1269,1,0.644090201,0.886418482,1,1
1270,1,0.606835578,0.742895266,1,1
1271,1,0.426647838,0.534520749,0,1
1272,0,0.470257692,0.387728232,0,0
1273,0,0.495300104,0.454462759,0,0
1274,0,0.48627392,0.457212457,0,0
1275,1,0.575740222,0.533163329,1,1
1276,1,0.440687643,0.369036186,0,0
1277,1,0.740882031,0.666185671,1,1
1278,1,0.591457461,0.544650394,1,1
1279,1,0.672756056,0.727343018,1,1
1280,0,0.513506254,0.616402596,1,1
1281,1,0.729871561,0.8848012,1,1
1282,1,0.54881182,0.579414791,1,1
1283,0,0.4280869,0.465285862,0,0
1284,1,0.512477844,0.491542431,1,0
1285,1,0.48945815,0.552776175,0,1
1286,1,0.558188385,0.528253564,1,1
